stateid,timeid,dose1,dose2
Meghalaya,15,32140.0,7907.0
Meghalaya,16,79815.0,8679.0
Meghalaya,17,37901.0,7371.0
Meghalaya,18,51381.0,6154.0
Meghalaya,19,33455.0,92.0
Meghalaya,20,29111.0,168.0
Meghalaya,21,12953.0,141.0
Meghalaya,22,24645.0,226.0
Meghalaya,23,87909.0,383.0
Meghalaya,24,72202.0,1434.0
Meghalaya,25,62869.0,6993.0
Meghalaya,26,62582.0,14007.0
Meghalaya,27,64914.0,22242.0
Meghalaya,28,58666.0,44507.0
Meghalaya,29,52216.0,34162.0
Meghalaya,30,44129.0,27889.0
Meghalaya,31,36387.0,31054.0
Mizoram,1,105.0,0.0
Mizoram,2,1765.0,0.0
Mizoram,3,6107.0,0.0
Mizoram,4,1493.0,0.0
Mizoram,5,709.0,75.0
Mizoram,6,4505.0,2159.0
Mizoram,7,7238.0,3398.0
Mizoram,8,12105.0,3543.0
Mizoram,9,11726.0,939.0
Mizoram,10,6739.0,2017.0
Mizoram,11,3005.0,1460.0
Mizoram,12,1012.0,1015.0
Mizoram,13,17093.0,6977.0
Mizoram,14,48566.0,10105.0
Mizoram,15,48597.0,8657.0
Mizoram,16,43101.0,4472.0
Mizoram,17,17299.0,2215.0
Mizoram,18,7638.0,3935.0
Mizoram,19,13396.0,16.0
Mizoram,20,10097.0,104.0
Mizoram,21,10024.0,128.0
Mizoram,22,19548.0,1104.0
Mizoram,23,84164.0,335.0
Mizoram,24,121109.0,586.0
Mizoram,25,43352.0,6433.0
Mizoram,26,42814.0,28389.0
Mizoram,27,25979.0,39446.0
Mizoram,28,17275.0,44035.0
Mizoram,29,12487.0,25407.0
Mizoram,30,14266.0,8002.0
Mizoram,31,6795.0,12739.0
Nagaland,1,94.0,0.0
Nagaland,2,1480.0,0.0
Nagaland,3,1955.0,0.0
Nagaland,4,563.0,0.0
Nagaland,5,4949.0,0.0
Nagaland,6,10760.0,3438.0
Nagaland,7,7607.0,1562.0
Nagaland,8,4492.0,549.0
Nagaland,9,6971.0,3567.0
Nagaland,10,7507.0,5901.0
Nagaland,11,8497.0,5999.0
Nagaland,12,5098.0,1487.0
Nagaland,13,15361.0,3643.0
Nagaland,14,33191.0,4381.0
Nagaland,15,28707.0,4520.0
Nagaland,16,22323.0,5243.0
Nagaland,17,12673.0,6099.0
Nagaland,18,9820.0,5388.0
Nagaland,19,13442.0,78.0
Nagaland,20,15068.0,75.0
Nagaland,21,19283.0,119.0
Nagaland,22,50681.0,299.0
Nagaland,23,61452.0,700.0
Nagaland,24,61613.0,1797.0
Nagaland,25,52805.0,9622.0
Nagaland,26,45765.0,23291.0
Nagaland,27,42855.0,25080.0
Nagaland,28,47226.0,22436.0
Nagaland,29,23702.0,13892.0
Nagaland,30,13878.0,7811.0
Nagaland,31,9561.0,10963.0
Odisha,1,3420.0,0.0
Odisha,2,85672.0,0.0
Odisha,3,69237.0,0.0
Odisha,4,62072.0,0.0
Odisha,5,139802.0,3.0
Odisha,6,59049.0,70538.0
Odisha,7,21283.0,62750.0
Odisha,8,138775.0,31964.0
Odisha,9,221962.0,104007.0
Odisha,10,510834.0,53989.0
Odisha,11,430553.0,26073.0
Odisha,12,650768.0,45388.0
Odisha,13,1210986.0,88834.0
Odisha,14,656520.0,119490.0
Odisha,15,472718.0,190291.0
Odisha,16,204496.0,140252.0
Odisha,17,118250.0,200530.0
Odisha,18,199788.0,271268.0
Odisha,19,403837.0,35874.0
Odisha,20,578266.0,29373.0
Odisha,21,539813.0,34276.0
Odisha,22,569870.0,124846.0
Odisha,23,671263.0,176927.0
Odisha,24,1497362.0,215934.0
Odisha,25,479221.0,183594.0
Odisha,26,730829.0,510608.0
Odisha,27,463002.0,355093.0
Odisha,28,597236.0,536092.0
Odisha,29,796722.0,307479.0
Odisha,30,1143479.0,234799.0
Odisha,31,1282572.0,324652.0
Puducherry,1,92.0,0.0
Puducherry,2,721.0,0.0
Puducherry,3,1256.0,0.0
Puducherry,4,915.0,0.0
Puducherry,5,2259.0,68.0
Puducherry,6,3740.0,739.0
Puducherry,7,1066.0,398.0
Puducherry,8,4916.0,1011.0
Puducherry,9,8444.0,1400.0
Puducherry,10,14880.0,1801.0
Puducherry,11,17829.0,942.0
Puducherry,12,18143.0,1320.0
Puducherry,13,12935.0,1936.0
Puducherry,14,62923.0,4104.0
Puducherry,15,11770.0,6185.0
Puducherry,16,8532.0,9243.0
Puducherry,17,6300.0,10890.0
Puducherry,18,6317.0,10418.0
Puducherry,19,10720.0,405.0
Puducherry,20,18689.0,287.0
Puducherry,21,22439.0,518.0
Puducherry,22,37002.0,1191.0
Puducherry,23,82298.0,3087.0
Puducherry,24,62436.0,6926.0
Puducherry,25,37659.0,9195.0
Puducherry,26,25635.0,35009.0
Puducherry,27,37986.0,20767.0
Puducherry,28,27745.0,10740.0
Puducherry,29,26086.0,6912.0
Puducherry,30,24601.0,4988.0
Puducherry,31,19944.0,6756.0
Punjab,1,339.0,0.0
Punjab,2,16180.0,0.0
Punjab,3,29129.0,0.0
Punjab,4,18751.0,0.0
Punjab,5,27589.0,62.0
Punjab,6,24720.0,12229.0
Punjab,7,32491.0,20203.0
Punjab,8,59316.0,13338.0
Punjab,9,85862.0,18972.0
Punjab,10,151231.0,19958.0
Punjab,11,207963.0,16206.0
Punjab,12,380030.0,17945.0
Punjab,13,584632.0,32394.0
Punjab,14,527457.0,55250.0
Punjab,15,470970.0,101050.0
Punjab,16,405841.0,135508.0
Punjab,17,251366.0,142759.0
Punjab,18,215032.0,120393.0
Punjab,19,154749.0,20148.0
Punjab,20,163372.0,35310.0
Punjab,21,272281.0,31263.0
Punjab,22,290780.0,24039.0
Punjab,23,165350.0,33066.0
Punjab,24,611485.0,117069.0
Punjab,25,564016.0,216170.0
Punjab,26,334440.0,158426.0
Punjab,27,440082.0,208682.0
Punjab,28,234134.0,199921.0
Punjab,29,472618.0,212914.0
Punjab,30,668889.0,239647.0
Punjab,31,544924.0,315711.0
Rajasthan,1,3285.0,0.0
Rajasthan,2,44630.0,0.0
Rajasthan,3,260008.0,0.0
Rajasthan,4,126859.0,0.0
Rajasthan,5,150788.0,0.0
Rajasthan,6,187668.0,36825.0
Rajasthan,7,16240.0,184117.0
Rajasthan,8,915155.0,98478.0
Rajasthan,9,648245.0,124376.0
Rajasthan,10,1127685.0,189443.0
Rajasthan,11,1112215.0,27122.0
Rajasthan,12,975225.0,141525.0
Rajasthan,13,2880719.0,312989.0
Rajasthan,14,881931.0,250727.0
Rajasthan,15,967612.0,543249.0
Rajasthan,16,537635.0,339558.0
Rajasthan,17,599274.0,403010.0
Rajasthan,18,716229.0,332660.0
Rajasthan,19,767046.0,41975.0
Rajasthan,20,750240.0,65050.0
Rajasthan,21,776273.0,126025.0
Rajasthan,22,1828120.0,116780.0
Rajasthan,23,1206696.0,55582.0
Rajasthan,24,2710837.0,407036.0
Rajasthan,25,1138425.0,540541.0
Rajasthan,26,334966.0,330302.0
Rajasthan,27,1161326.0,847280.0
Rajasthan,28,1095512.0,763765.0
Rajasthan,29,1051186.0,1218175.0
Rajasthan,30,1738717.0,747531.0
Rajasthan,31,1821035.0,739438.0
Sikkim,1,7.0,0.0
Sikkim,2,292.0,0.0
Sikkim,3,1408.0,0.0
Sikkim,4,3382.0,0.0
Sikkim,5,2953.0,0.0
Sikkim,6,4180.0,699.0
Sikkim,7,5425.0,766.0
Sikkim,8,7574.0,2791.0
Sikkim,9,13895.0,3329.0
Sikkim,10,12503.0,2529.0
Sikkim,11,8783.0,2809.0
Sikkim,12,5816.0,-261.0
Sikkim,13,33745.0,2576.0
Sikkim,14,39431.0,5491.0
Sikkim,15,14185.0,11141.0
Sikkim,16,7785.0,11726.0
Sikkim,17,3408.0,10773.0
Sikkim,18,1428.0,5225.0
Sikkim,19,8466.0,43.0
Sikkim,20,4572.0,16.0
Sikkim,21,676.0,61.0
Sikkim,22,33676.0,85.0
Sikkim,23,85132.0,112.0
Sikkim,24,72812.0,1686.0
Sikkim,25,44863.0,23584.0
Sikkim,26,25728.0,33281.0
Sikkim,27,22258.0,17637.0
Sikkim,28,17658.0,8405.0
Sikkim,29,8590.0,3601.0
Sikkim,30,6523.0,2638.0
Sikkim,31,3675.0,7299.0
Tamil Nadu,1,1170.0,0.0
Tamil Nadu,2,29957.0,0.0
Tamil Nadu,3,45807.0,0.0
Tamil Nadu,4,49447.0,0.0
Tamil Nadu,5,68822.0,667.0
Tamil Nadu,6,60715.0,13288.0
Tamil Nadu,7,28722.0,21371.0
Tamil Nadu,8,269803.0,29846.0
Tamil Nadu,9,530641.0,53967.0
Tamil Nadu,10,664353.0,63496.0
Tamil Nadu,11,642748.0,46826.0
Tamil Nadu,12,429242.0,51001.0
Tamil Nadu,13,452737.0,110669.0
Tamil Nadu,14,789479.0,214270.0
Tamil Nadu,15,313018.0,345853.0
Tamil Nadu,16,295046.0,407923.0
Tamil Nadu,17,223744.0,291633.0
Tamil Nadu,18,267383.0,260422.0
Tamil Nadu,19,251669.0,50630.0
Tamil Nadu,20,1367236.0,51170.0
Tamil Nadu,21,1142961.0,81141.0
Tamil Nadu,22,578645.0,50912.0
Tamil Nadu,23,1735059.0,115425.0
Tamil Nadu,24,2181657.0,209470.0
Tamil Nadu,25,1502143.0,243981.0
Tamil Nadu,26,542310.0,226213.0
Tamil Nadu,27,1460195.0,517402.0
Tamil Nadu,28,1319775.0,325693.0
Tamil Nadu,29,1591118.0,417321.0
Tamil Nadu,30,1672023.0,417941.0
Tamil Nadu,31,1240484.0,280844.0
Telangana,1,465.0,0.0
Telangana,2,25718.0,0.0
Telangana,3,68817.0,0.0
Telangana,4,40977.0,0.0
Telangana,5,73813.0,1929.0
Telangana,6,67727.0,77733.0
Telangana,7,13908.0,48002.0
Telangana,8,70657.0,31052.0
Telangana,9,101039.0,49366.0
Telangana,10,136218.0,11761.0
Telangana,11,185426.0,10709.0
Telangana,12,401078.0,18384.0
Telangana,13,577584.0,47562.0
Telangana,14,821537.0,70783.0
Telangana,15,915083.0,136500.0
Telangana,16,657886.0,125830.0
Telangana,17,230705.0,184711.0
Telangana,18,61390.0,249388.0
Telangana,19,3397.0,9671.0
Telangana,20,219348.0,171938.0
Telangana,21,602025.0,56939.0
Telangana,22,1213222.0,40586.0
Telangana,23,1196291.0,42555.0
Telangana,24,1165899.0,91356.0
Telangana,25,1089154.0,215383.0
Telangana,26,478232.0,285436.0
Telangana,27,450695.0,421780.0
Telangana,28,201798.0,541368.0
Telangana,29,179307.0,542890.0
Telangana,30,340091.0,410166.0
Telangana,31,484202.0,258336.0
Tripura,1,107.0,0.0
Tripura,2,3242.0,0.0
Tripura,3,17993.0,0.0
Tripura,4,10893.0,0.0
Tripura,5,29275.0,334.0
Tripura,6,19365.0,11080.0
Tripura,7,7214.0,9588.0
Tripura,8,18629.0,7932.0
Tripura,9,25927.0,18620.0
Tripura,10,116361.0,19131.0
Tripura,11,303750.0,8267.0
Tripura,12,83174.0,3923.0
Tripura,13,85000.0,12390.0
Tripura,14,45278.0,22711.0
Tripura,15,54367.0,77270.0
Tripura,16,86924.0,162825.0
Tripura,17,45448.0,111604.0
Tripura,18,32583.0,40986.0
Tripura,19,59022.0,334.0
Tripura,20,36084.0,578.0
Tripura,21,46963.0,471.0
Tripura,22,19783.0,4493.0
Tripura,23,236415.0,24532.0
Tripura,24,510210.0,36598.0
Tripura,25,104894.0,40919.0
Tripura,26,59108.0,32856.0
Tripura,27,82326.0,44761.0
Tripura,28,69473.0,49589.0
Tripura,29,150211.0,43390.0
Tripura,30,45271.0,14927.0
Tripura,31,28407.0,26677.0
Uttar Pradesh,1,2212.0,0.0
Uttar Pradesh,2,28432.0,0.0
Uttar Pradesh,3,402396.0,0.0
Uttar Pradesh,4,205067.0,0.0
Uttar Pradesh,5,226272.0,2.0
Uttar Pradesh,6,272211.0,100269.0
Uttar Pradesh,7,144485.0,287282.0
Uttar Pradesh,8,204710.0,141651.0
Uttar Pradesh,9,544744.0,91884.0
Uttar Pradesh,10,1272671.0,274272.0
Uttar Pradesh,11,1081781.0,125298.0
Uttar Pradesh,12,1126447.0,45615.0
Uttar Pradesh,13,1744325.0,171815.0
Uttar Pradesh,14,1846548.0,371808.0
Uttar Pradesh,15,677399.0,387326.0
Uttar Pradesh,16,551585.0,372185.0
Uttar Pradesh,17,583469.0,410587.0
Uttar Pradesh,18,808617.0,480241.0
Uttar Pradesh,19,1182001.0,84511.0
Uttar Pradesh,20,1639131.0,105051.0
Uttar Pradesh,21,2080422.0,177414.0
Uttar Pradesh,22,2559576.0,167611.0
Uttar Pradesh,23,2403130.0,228355.0
Uttar Pradesh,24,4542151.0,298371.0
Uttar Pradesh,25,1646890.0,498300.0
Uttar Pradesh,26,3591625.0,977354.0
Uttar Pradesh,27,2461828.0,724122.0
Uttar Pradesh,28,3349507.0,687771.0
Uttar Pradesh,29,3306246.0,581056.0
Uttar Pradesh,30,4712487.0,601298.0
Uttar Pradesh,31,3049900.0,788694.0
Uttarakhand,1,511.0,0.0
Uttarakhand,2,2727.0,0.0
Uttarakhand,3,20684.0,0.0
Uttarakhand,4,46416.0,0.0
Uttarakhand,5,39628.0,403.0
Uttarakhand,6,28286.0,7886.0
Uttarakhand,7,9846.0,12215.0
Uttarakhand,8,42864.0,35259.0
Uttarakhand,9,66264.0,29830.0
Uttarakhand,10,119424.0,27835.0
Uttarakhand,11,122378.0,10289.0
Uttarakhand,12,225500.0,15864.0
Uttarakhand,13,380519.0,39425.0
Uttarakhand,14,219846.0,61996.0
Uttarakhand,15,194108.0,91544.0
Uttarakhand,16,155973.0,91535.0
Uttarakhand,17,93767.0,156907.0
Uttarakhand,18,196189.0,99421.0
Uttarakhand,19,126923.0,618.0
Uttarakhand,20,116421.0,2054.0
Uttarakhand,21,130434.0,3882.0
Uttarakhand,22,252104.0,7837.0
Uttarakhand,23,218938.0,37386.0
Uttarakhand,24,616128.0,35808.0
Uttarakhand,25,238405.0,95017.0
Uttarakhand,26,235014.0,127012.0
Uttarakhand,27,136605.0,175502.0
Uttarakhand,28,174450.0,150844.0
Uttarakhand,29,260427.0,119842.0
Uttarakhand,30,552522.0,138712.0
Uttarakhand,31,472556.0,147531.0
West Bengal,1,1918.0,0.0
West Bengal,2,41262.0,0.0
West Bengal,3,170838.0,0.0
West Bengal,4,109807.0,0.0
West Bengal,5,156918.0,1084.0
West Bengal,6,139586.0,43442.0
West Bengal,7,333553.0,94321.0
West Bengal,8,346056.0,98781.0
West Bengal,9,692572.0,120181.0
West Bengal,10,1049236.0,123596.0
West Bengal,11,1101115.0,131092.0
West Bengal,12,1117185.0,95357.0
West Bengal,13,1712540.0,210728.0
West Bengal,14,604467.0,244081.0
West Bengal,15,650063.0,548644.0
West Bengal,16,462831.0,656799.0
West Bengal,17,133816.0,760535.0
West Bengal,18,131318.0,589347.0
West Bengal,19,318923.0,96990.0
West Bengal,20,1133002.0,49083.0
West Bengal,21,1683066.0,77019.0
West Bengal,22,1471746.0,97541.0
West Bengal,23,1115331.0,221649.0
West Bengal,24,1643157.0,463266.0
West Bengal,25,815188.0,732087.0
West Bengal,26,569656.0,907248.0
West Bengal,27,835366.0,1096734.0
West Bengal,28,946725.0,734887.0
West Bengal,29,1350077.0,486888.0
West Bengal,30,2121735.0,388892.0
West Bengal,31,1856470.0,318877.0
